language,backend,source_en,reference,hypothesis,elapsed_seconds,status
es,marian,Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,"Los límites establecidos de velocidad son notoriamente más bajos que en los tramos previos y en los que le siguen, por lo general de 35 a 40 mph (56-64 km/h), y su estricto cumplimiento es aún más importante que en cualquier otra sección.",Los límites de velocidad publicados son notablemente más bajos que en secciones anteriores y posteriores —comúnmente 35-40 mph (56-64 km/h)— y la obediencia estricta a ellos es aún más importante que de otra manera.,0.2950427532196045,ok
es,marian,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","En sitios alejados, donde no llega la cobertura de telefonía celular, un aparato satelital podría ser su única opción.","En ubicaciones remotas, sin cobertura de teléfono celular, un teléfono satelital puede ser su única opción.",0.11929488182067871,ok
es,marian,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,La interrupción del sueño consiste en despertarse intencionalmente durante el período normal de sueño y dormirse después de un rato (10 a 60 minutos).,La interrupción del sueño es el proceso de despertar deliberadamente durante su período normal de sueño y quedarse dormido poco tiempo después (10–60 minutos).,0.1820850372314453,ok
es,marian,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","Al parecer, las cabras fueron domesticadas, por primera vez, hace unos 10 000 años, en los montes Zagros, en Irán.",Las cabras parecen haber sido domesticadas por primera vez hace aproximadamente 10.000 años en las montañas Zagros de Irán.,0.17714834213256836,ok
es,marian,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.",El gran Río Amazonas tiene una extensión de 6387 km (3980 millas) y recibe agua de miles de ríos de menor tamaño.,El río Amazonas principal tiene 6.387 km (3.980 millas) y recoge agua de miles de ríos más pequeños.,0.1395583152770996,ok
es,marian,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,La segregación y la recombinación barajan la variación entre uno y otro generación tras generación.,La segregación y la recombinación barajan la variación de ida y vuelta entre las dos piscinas con cada generación.,0.18352556228637695,ok
es,marian,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.","Hershey y Chase insertaron su propio ADN en una bacteria usando fagos, o virus.","Hershey y Chase usaron fagos, o virus, para implantar su propio ADN en una bacteria.",0.16197967529296875,ok
es,marian,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"Adam Cuerden, administrador de Commons, expresó su frustración por las eliminaciones en una declaración que hizo a Wikinwes el mes pasado.",El Administrador de Commons Adam Cuerden expresó su frustración por las eliminaciones cuando habló con Wikinews el mes pasado.,0.15786337852478027,ok
es,marian,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,"Este año, la escasez de recursos monetarios y la poca priorización, comparado con otras enfermedades, han provocado demoras en la ejecución de los planes de entrega de la vacuna en las regiones históricamente más vulnerables.",Los planes de entrega de vacunas a las zonas históricamente más afectadas este año se retrasaron debido a la falta de fondos y a la baja priorización en relación con otras enfermedades.,0.22043371200561523,ok
es,marian,"For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.","Para algunos, entender un poco cómo operan los aviones y lo que ocurre durante un vuelo puede facilitar el dejar atrás un temor que deriva de la falta de conocimiento o de la sensación de no tener el control.","Para algunos, entender algo sobre cómo funcionan los aviones y lo que sucede durante un vuelo puede ayudar a superar un miedo que se basa en lo desconocido o en no estar en control.",0.23090577125549316,ok
es,marian,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.","Gracias a la escasa población que reside en dichas regiones y a que, producto de ello, no suele haber problemas de contaminación lumínica, también podrá deleitarse con las estrellas.","Como las zonas están escasamente pobladas, y la contaminación lumínica por lo tanto a menudo no es un problema, también podrá disfrutar de las estrellas.",0.20689630508422852,ok
es,marian,Vatican City uses Italian in its legislation and official communications.,"El italiano se usa en Ciudad del Vaticano, tanto para redactar su normativa como para emitir sus comunicados oficiales.",Ciudad del Vaticano utiliza el italiano en su legislación y comunicaciones oficiales.,0.10116195678710938,ok
es,marian,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,Las subculturas congregan individuos con ideas semejantes y sentimientos de marginación por los estándares sociales y les brinda la posibilidad de generar un sentido de identidad.,Las subculturas reúnen a individuos de ideas afines que se sienten descuidados por las normas sociales y les permiten desarrollar un sentido de identidad.,0.18314671516418457,ok
es,marian,The scenes are displayed on the pyramids and the different pyramids are lit up.,Las escenas se proyectan en las pirámides y todas ellas son iluminadas.,Las escenas se muestran en las pirámides y las diferentes pirámides se iluminan.,0.11695480346679688,ok
es,marian,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,Se informó que alrededor de 9400 viviendas de la región se encuentran si suministro de agua y unas 100 sin electricidad.,Se informa de que unas 9.400 viviendas de la región carecen de agua y aproximadamente 100 de electricidad.,0.1488192081451416,ok
es,marian,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","Agregó: «Aun así, no es correcto exigirles que asuman obligaciones que sobrepasan su fase de desarrollo, su nivel de responsabilidad y sus capacidades».","Agregó que ""no se les debería pedir, sin embargo, que asuman obligaciones que vayan más allá de su etapa de desarrollo, responsabilidad y capacidades"".",0.19839191436767578,ok
es,marian,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"En el año fiscal 2005, el Congreso inició la financiación de la campaña contra la obscenidad y dio la instrucción de que el FBI debe asignar 10 agentes a ocuparse de la pornografía para adultos.",El Congreso comenzó a financiar la iniciativa de obscenidad en el año fiscal 2005 y especificó que el FBI debe dedicar 10 agentes a la pornografía de adultos.,0.22237658500671387,ok
es,marian,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Reconocidos cantantes nacionales interpretaron bhajans, o canciones de devoción, a los pies del Shri Shyam.","Cantantes famosos de todo el país presentaron bhajans, o canciones devocionales, a los pies de Shri Shyam.",0.18973851203918457,ok
es,marian,It is Martelly's fifth CEP in four years.,"En cuatro años, es el quinto CEP de Martelly.",Es el quinto CEP de Martelly en cuatro años.,0.09073090553283691,ok
es,marian,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","Francia ocupa el puesto siete entre los miembros de la Unión Europea víctimas del virus, detrás de Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.","Francia es el séptimo país de la Unión Europea en sufrir este virus, siguiendo a Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.",0.18764877319335938,ok
es,marian,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger.","Durante las selecciones de 1976 asesoró a Carter en política exterior, luego sirvió como Asesor de Seguridad Nacional (NSA) de 1977 a 1981, sucediendo a Henry Kissinger.",0.25346851348876953,ok
fr,marian,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,"La livre sterling est une monnaie couramment acceptée partout dans les îles, tandis qu’à Stanley, les cartes de crédit et les dollars américains sont également souvent acceptés.",Les livres britanniques seront généralement acceptées partout dans les îles et dans les cartes de crédit Stanley et les dollars des États-Unis sont souvent acceptés.,53.12937116622925,ok
fr,marian,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.","L’un d’eux a été envoyé à George Washington le 6 juillet, qui l’a fait lire à ses troupes à New York le 9 juillet. Une copie est parvenue à Londres le 10 août.","L'un d'eux a été envoyé à George Washington le 6 juillet, qui l'a lu à ses troupes à New York le 9 juillet, et une copie est arrivée à Londres le 10 août.",0.28310418128967285,ok
fr,marian,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.",Montevideo est situé en zone subtropicale et les températures estivales dépassant les 30 °C sont courantes.,"Montevideo est dans la subtropicité; en été, les températures sont plus élevées que 30°C.",0.1687636375427246,ok
fr,marian,He is speculated to make a run for president in 2016.,On pense qu'il se présentera à la présidence en 2016.,Il est spéculé pour se présenter à la présidence en 2016.,0.10441470146179199,ok
fr,marian,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.","Il s'agit du lieu que les colons Britannique ont investit. Ainsi, cela me semble être un bon point de départ, si vous recherchez des preuves du passé colonial de cette région.","C'est l'endroit que les colons britanniques ont pris comme leur propre et donc si vous cherchez des preuves du passé colonial du territoire, c'est un bon endroit pour commencer.",0.25550007820129395,ok
fr,marian,"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","Les critères qui déterminent une sous-culture comme distincte peuvent être linguistiques, esthétiques, religieux, politiques, sexuels, géographiques ou une combinaison de facteurs.","Les qualités qui déterminent une sous-culture comme distincte peuvent être linguistiques, esthétiques, religieuses, politiques, sexuelles, géographiques ou une combinaison de facteurs.",0.22092890739440918,ok
fr,marian,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.","Aristote, un philosophe, a théorisé que tout est constitué d’un mélange d’un ou plusieurs des quatre éléments. Il s’agissait de la terre, de l’eau, de l’air et du feu.","Aristote, philosophe, a théorisé que tout est composé d'un mélange d'un ou plusieurs éléments: terre, eau, air et feu.",0.25116825103759766,ok
fr,marian,The term bug is used by entomologists in a formal sense for this group of insects.,Le terme « insecte » est utilisé par les entomologistes dans un sens formel pour ce groupe d’insectes.,Le terme bug est utilisé par les entomologistes dans un sens formel pour ce groupe d'insectes.,0.17462944984436035,ok
fr,marian,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,Le rapport est très critique envers presque tous les aspects de la politique actuelle du gouvernement à l'égard de l'Irak et plaide vivement pour un changement de direction immédiat.,Le rapport est très critique de presque tous les aspects de la politique actuelle de l'exécutif à l'égard de l'Iraq et il appelle à un changement immédiat de direction.,0.25537109375,ok
fr,marian,Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,Les limitations de vitesse affichées sont sensiblement plus basses que dans les tronçons précédents et suivants – généralement de 35 à 40 mph (56-64 km/h) – et leur respect strict est encore plus important qu'auparavant.,Les limites de vitesse affichées sont nettement inférieures à celles des sections précédentes et suivantes — généralement de 35 à 40 mi/h (56 à 64 km/h) — et l'obéissance stricte à ces dernières est encore plus importante que d'autres.,0.3311145305633545,ok
fr,marian,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","Dans les endroits reculés, sans réseau de téléphonie cellulaire, vous n'aurez peut-être pas d'autre choix que de recourir à la téléphonie par satellite. ","Dans les endroits éloignés, sans couverture de téléphone cellulaire, un téléphone satellite peut être votre seule option.",0.15110039710998535,ok
fr,marian,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,L'interruption du sommeil est le processus qui consiste en l'éveil intentionnel durant votre période de sommeil et l'assoupissement peu de temps après (de 10 à 60 minutes).,L'interruption du sommeil est le processus de s'éveiller délibérément pendant votre période normale de sommeil et de s'endormir un peu plus tard (10 à 60 minutes).,0.24205803871154785,ok
fr,marian,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.",Il semble que les chèvres aient été domestiquées pour la première fois il y a environ 10 000 ans dans les monts Zagros en Iran.,Les chèvres semblent avoir été domestiquées pour la première fois il y a environ 10 000 ans dans les montagnes Zagros d'Iran.,0.240081787109375,ok
fr,marian,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.",Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,La principale rivière Amazon est de 6 387 km. Elle recueille de l'eau de milliers de petites rivières.,0.18726158142089844,ok
fr,marian,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,La ségrégation et la recombinaison font alterner les variations entre les deux bassins à chaque génération.,La séparation et la recombinaison se mélangent entre les deux bassins avec chaque génération.,0.1766970157623291,ok
fr,marian,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.","Hershey et Chase ont utilisé des phages, ou des virus, pour implanter leur propre ADN dans une bactérie.","Hershey et Chase ont utilisé des phages, ou virus, pour implanter leur propre ADN dans une bactérie.",0.17058396339416504,ok
fr,marian,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"Lors de son discours sur Wikinews le mois dernier, Adam Cuerden, directeur de Commons, a exprimé sa frustration quant aux suppressions qui avaient été faites.",L'administrateur des Communes Adam Cuerden a exprimé sa frustration à l'égard des suppressions lorsqu'il a parlé à Wikinews le mois dernier.,0.21422266960144043,ok
fr,marian,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,Les plans de livraison de vaccins dans les zones historiquement les plus touchées cette année ont été retardés en raison du manque de fonds et de la faible priorité accordée à ces maladies par rapport à d’autres.,Les plans de vaccination destinés aux régions les plus touchées cette année ont été retardés en raison du manque de fonds et du faible degré de priorité accordé aux autres maladies.,0.23922491073608398,ok
fr,marian,"For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.","Pour certains, comprendre quelque chose sur le fonctionnement des avions et ce qui se passe pendant un vol peut aider à surmonter une peur qui est basée sur l'inconnu ou sur le fait de ne pas avoir le contrôle.","Pour certains, comprendre comment l'aéronef fonctionne et ce qui se passe pendant un vol peut aider à surmonter une peur qui est basée sur l'inconnu ou sur le fait de ne pas être en contrôle.",0.2536337375640869,ok
fr,marian,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.","Comme les régions sont peu peuplées, et que la pollution lumineuse n'est donc souvent pas un problème, vous pourrez également profiter des étoiles.","Comme les zones sont peu peuplées et que la pollution légère n'est donc souvent pas un problème, vous pourrez également profiter des étoiles.",0.18436264991760254,ok
fr,marian,Vatican City uses Italian in its legislation and official communications.,La Cité du Vatican rédige sa législation et ses communications officielles en italien.,La Cité du Vatican utilise l'italien dans sa législation et ses communications officielles.,0.12098097801208496,ok
fr,marian,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,Les sous-cultures rassemblent des individus se sentant négligés par les normes sociétales et partageant les mêmes idées ce qui leur permet de développer un sentiment d'identité.,Les sous-cultures rassemblent des personnes qui ont le même sentiment d'être négligées par les normes sociétales et leur permettent de développer un sentiment d'identité.,0.2516899108886719,ok
fr,marian,The scenes are displayed on the pyramids and the different pyramids are lit up.,Les scènes sont affichées sur les pyramides et les différentes pyramides sont éclairées.,Les scènes sont affichées sur les pyramides et les différentes pyramides sont éclairées.,0.14769816398620605,ok
fr,marian,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"On signale qu'environ 9 400 habitations de la région sont privées d'eau, et qu'environ 100 sont privées d'électricité. ",Il est signalé que quelque 9400 maisons de la région sont sans eau et environ 100 sans électricité.,0.13556957244873047,ok
fr,marian,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","Il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités. »","Il a ajouté que « il ne faudrait pas, cependant, leur demander d'assumer des obligations qui vont au-delà de leur stade de développement, de leurs responsabilités et de leurs capacités ».",0.2602660655975342,ok
fr,marian,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"Le Congrès a lancé le financement de l'initiative contre la pornographie au cours de l'exercice 2005, tout en précisant que le FBI s'apprêtait à affecter dix agents à la lutte contre la pornographie adulte.",Le Congrès a commencé à financer l'initiative d'obscénité en 2005 et a précisé que le FBI doit consacrer 10 agents à la pornographie pour adultes.,0.23331642150878906,ok
fr,marian,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Des chanteurs célèbres dans tout le pays ont présenté des bhajans, ou chants de dévotion, aux pieds de Shri Shyam.","Des chanteurs célèbres de tout le pays ont présenté des bhajans, ou chansons de dévotion, aux pieds de Shri Shyam.",0.20686793327331543,ok
fr,marian,It is Martelly's fifth CEP in four years.,C’est le cinquième PEC de Martelly en quatre ans.,C'est le cinquième CEP de Martelly en quatre ans.,0.09496283531188965,ok
fr,marian,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","La France est le septième pays de l’UE à subir l'impact du virus, faisant suite à l’Autriche, l’Allemagne, la Slovénie, la Bulgarie, la Grèce et l’Italie.","La France est le septième pays de l'Union européenne à souffrir de ce virus, après l'Autriche, l'Allemagne, la Slovénie, la Bulgarie, la Grèce et l'Italie.",0.2661154270172119,ok
fr,marian,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Lors des sélections de 1976, il a conseillé Carter en matière de politique étrangère, puis a été conseiller à la sécurité nationale (NSA) de 1977 à 1981, succédant à Henry Kissinger.","Au cours des sélections de 1976, il conseille Carter en politique étrangère, puis devient conseiller en sécurité nationale (CNS) de 1977 à 1981, succédant à Henry Kissinger.",0.260448694229126,ok
